Index	Reading No	Time	Type	Duration	Units	Sigma Value	Sequence	Flags	SAMPLE	LOCATION	INSPECTOR	MISC	NOTE	Res	EScale	Shape Time	Mo	Mo Error	Zr	Zr Error	Sr	Sr Error	U	U Error	Rb	Rb Error	Th	Th Error	Pb	Pb Error	Au	Au Error	Se	Se Error	As	As Error	Hg	Hg Error	Zn	Zn Error	W	W Error	Cu	Cu Error	Ni	Ni Error	Co	Co Error	Fe	Fe Error	Mn	Mn Error	Cr	Cr Error	V	V Error	Ti	Ti Error	Sc	Sc Error	Ca	Ca Error	K	K Error	S	S Error	Nd	Nd Error	Pr	Pr Error	Ce	Ce Error	La	La Error	Ba	Ba Error	Sb	Sb Error	Sn	Sn Error	Cd	Cd Error	Pd	Pd Error	Ag	Ag Error	Bal	Bal Error	Nb	Nb Error	Y	Y Error	Bi	Bi Error	Re	Re Error	Ta	Ta Error	Hf	Hf Error	Al	Al Error	P	P Error	Si	Si Error	Cl	Cl Error	Mg	Mg Error	MgO	MgO Error	Al2O3	Al2O3 Error	SiO2	SiO2 Error	P2O5	P2O5 Error	K2O	K2O Error	CaO	CaO Error	TiO2	TiO2 Error	MnO	MnO Error	Fe2O3	Fe2O3 Error	Cs	Cs Error	Te	Te Error
811	811	12/12/2019 10:33	TestAll Geo	120.8	ppm	2	Final	-3mm 	apa3001-131.26-1	rio salitre	kotaro	rocha					<LOD	300000	37.4	6.39	103.55	7.02	<LOD	300000	4.59	2.36	<LOD	300000	38.69	13.51	<LOD	300000	<LOD	17.43	<LOD	300000	<LOD	300000	<LOD	300000	2318.36	174.52	798.23	75.43	1830.89	138.92	<LOD	322.39	16739.09	1119.83	<LOD	300000	25.32	1.84	4.55	1.84	66.05	5.9	9.08	4.46	29159.48	1306.15	636.9	26.75	7057.02	507.16	988.27	302.41	474.14	203.85	262.28	163.86	277.33	158.56	1198.94	118.24	229.46	48.86	104.98	39.06	74.02	29.34	<LOD	20.77	<LOD	26.83	891754.81	1440.88	<LOD	6.33	<LOD	1.5	<LOD	37.65	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	4114.41	2548.12	616.64	26430.31	1844.62	10380.09	452.02	<LOD	24597.87	<LOD	0	<LOD	0	56560.87	0	5835.18	0	770.65	0	40823.27	0	110.3	0	1012.27	0	23936.9	0	543.71	60.01	309.17	55.34
812	812	12/12/2019 10:36	TestAll Geo	121.68	ppm	2	Final	-3mm 	apa3001-131.26-2	rio salitre	kotaro	rocha					<LOD	7.52	39.96	6.7	89.42	6.87	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	17.77	<LOD	300000	<LOD	22.46	<LOD	16.76	<LOD	300000	<LOD	300000	2365.91	181.73	825.6	80.24	1885.53	147.4	473.46	235.43	20481.35	1205.15	<LOD	300000	30.4	2.1	5.7	2.09	83.13	6.71	10.31	4.48	25004.63	1298.72	631.26	28.3	6820.51	485.95	785.79	294.26	525.08	203.53	<LOD	377.64	272.68	157.81	1255.72	123.42	248.38	51.69	174.85	43.84	124.61	33.41	<LOD	23.27	<LOD	28.53	891984.69	1501.12	<LOD	6.67	<LOD	1.5	<LOD	38.58	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3779.34	2414.08	582.64	27662.58	1822.39	9981.46	447.87	<LOD	26267.92	<LOD	0	<LOD	0	59197.92	0	5528.24	0	763.82	0	35006.49	0	138.83	0	1020.23	0	29288.32	0	616.19	63.47	369.53	59.25
813	813	12/12/2019 10:39	TestAll Geo	120.29	ppm	2	Final	-3mm 	apa3001-133.90-1	rio salitre	kotaro	rocha					<LOD	300000	53.61	7.24	48.8	5.45	<LOD	300000	<LOD	300000	<LOD	300000	27.86	13.68	<LOD	300000	<LOD	17.91	<LOD	300000	<LOD	300000	<LOD	300000	2261.08	186.97	791.07	82.12	1960.97	155.25	516.38	248.41	24737.3	1253.05	<LOD	300000	40.8	2.31	7.01	2.14	90.29	6.71	5.32	3.12	10749.92	750.58	609.11	27	5794.39	430.94	737.19	238.72	402.51	163.18	229.46	131.83	254.5	127.76	1204.96	119.16	261.92	50.57	150.09	41.75	84.13	30.25	27.37	15.5	<LOD	29.03	911215.88	1298.67	<LOD	8.28	<LOD	1.5	<LOD	40.46	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3398.91	2229.35	523.18	22108.52	1587.93	8627.02	392.85	<LOD	18696.34	<LOD	0	<LOD	0	47312.23	0	5105.2	0	737.03	0	15049.88	0	150.79	0	675.74	0	35374.34	0	660.5	62.56	370.85	57.79
814	814	12/12/2019 10:44	TestAll Geo	121.54	ppm	2	Final	-3mm 	apa3001-133.90-2	rio salitre	kotaro	rocha					<LOD	300000	59.53	6.83	44.56	4.85	<LOD	300000	<LOD	300000	<LOD	300000	17.54	11.5	<LOD	300000	<LOD	13.97	<LOD	16.68	<LOD	300000	<LOD	300000	2215.74	173.58	813.07	76.62	1967.31	143.53	404.55	231.46	26885.97	1150.26	<LOD	300000	39.96	2.24	6.61	2.09	98.09	6.67	5.06	2.76	10366.23	780.46	617.57	26.51	6632.59	466.84	1296.88	300.38	700.69	201.47	280.3	157.96	448.74	155.14	995.3	109.33	256.41	47.97	148.09	39.42	71.05	28.1	21.45	14.2	<LOD	25.46	899302.69	1349.33	6.38	4.25	<LOD	1.5	<LOD	37.35	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3672.09	2479.64	570.76	26132.36	1729.86	10075.86	425.89	<LOD	24258.43	<LOD	0	<LOD	0	55923.25	0	5678.38	0	747.26	0	14512.72	0	163.81	0	868.35	0	38446.93	0	529.13	57.37	231.16	50.68
815	815	12/12/2019 10:47	TestAll Geo	121.21	ppm	2	Final	-3mm 	apa3001-136.11-1	rio salitre	kotaro	rocha					<LOD	300000	16.07	5.9	93.64	7.01	<LOD	300000	<LOD	300000	<LOD	15.23	<LOD	300000	<LOD	300000	<LOD	21.08	19.41	11.14	<LOD	300000	<LOD	300000	2459.22	183.7	864.86	81.99	2150.79	153.67	365.44	225.98	15483.14	1182.84	<LOD	300000	22.57	1.77	4.15	1.69	39	5.08	6.47	3.67	19915.69	1092.53	648.76	27.02	7120.95	502.56	734.48	282.78	494.73	195.75	261.14	157.26	277.69	152.01	1089.65	121.46	235.4	51.74	174.89	44.17	100.2	32.47	<LOD	23.57	<LOD	26.75	903053.56	1371.66	<LOD	7.85	<LOD	1.5	<LOD	39.8	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3903.73	1468.97	578.98	25922.71	1805.06	10641.51	466.32	<LOD	23806.9	<LOD	0	<LOD	0	55474.6	0	3363.93	0	785	0	27881.96	0	65.13	0	900.95	0	22140.89	0	610.89	64.3	335.63	58.98
816	816	12/12/2019 10:50	TestAll Geo	121.32	ppm	2	Final	-3mm 	apa3001-136.11-2	rio salitre	kotaro	rocha					<LOD	300000	40.58	6.61	61.02	5.88	<LOD	1.83	<LOD	300000	<LOD	300000	20.93	12.94	<LOD	300000	<LOD	21.72	<LOD	18.01	<LOD	300000	<LOD	300000	2505.87	190.58	915.06	85.35	2155.4	156.8	376.55	243.63	24295.91	1226.99	<LOD	300000	34.91	2.21	5.39	2.04	75.68	6.44	<LOD	4.65	12993.54	929.86	624.41	28.04	7171.93	480.33	1055.49	311.67	583.23	211.14	300.94	169.05	267.77	161.56	1057.24	123.14	221.34	51.96	130.37	42.93	73.59	31.44	25.15	16.18	<LOD	27.87	900262.44	1420.46	<LOD	6.98	<LOD	1.5	<LOD	44.01	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3824.39	2887.62	571.02	25607.3	1714.15	10275.08	446.28	<LOD	23705.07	<LOD	0	<LOD	0	54799.63	0	6612.65	0	755.53	0	18190.96	0	126.38	0	1068.82	0	34743.16	0	546.73	64.35	292.06	58.62
817	817	12/12/2019 10:53	TestAll Geo	121.41	ppm	2	Final	-3mm 	apa3001-138.61-1	rio salitre	kotaro	rocha					<LOD	300000	52.8	6.85	41.69	4.87	<LOD	300000	<LOD	300000	<LOD	14.67	<LOD	300000	<LOD	300000	<LOD	20.34	<LOD	15.3	<LOD	300000	<LOD	300000	2255.03	179.12	746.75	76.68	1873.55	145.94	486.28	235.56	20831.97	1205.81	<LOD	300000	32.46	2.09	6.95	2.15	89.38	6.75	<LOD	5.55	18288.66	1039.46	590.31	26.5	6293.83	456.26	1029.6	292.43	540.79	197.59	316.64	159.58	370.97	154.09	1107.14	117.31	231.78	49.49	178.54	42.85	81.13	30.12	25.84	15.35	<LOD	27.25	901340.69	1375.2	<LOD	6.58	<LOD	1.5	<LOD	38.63	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3586.2	1794.49	541.03	26185.38	1729.47	9768.72	431.39	<LOD	23194.36	<LOD	0	<LOD	0	56036.72	0	4109.38	0	714.28	0	25604.12	0	149.26	0	701.2	0	29789.71	0	590.23	61.36	310.89	55.95
818	818	12/12/2019 10:56	TestAll Geo	122.44	ppm	2	Final	-3mm 	apa3001-138.61-2	rio salitre	kotaro	rocha					<LOD	300000	54.64	6.32	27.24	3.87	<LOD	300000	<LOD	300000	<LOD	300000	25.76	11.6	<LOD	300000	<LOD	10.08	<LOD	300000	<LOD	300000	<LOD	300000	2126.22	164.88	772.97	72.47	1706.61	133.23	445.09	220.93	22937.72	1128.24	<LOD	300000	38.31	2.28	8.05	2.35	121.65	7.56	<LOD	5.04	13823.38	896.95	623.25	27.47	5767.19	403.07	1089.8	287.14	692.85	196.49	311.15	155.73	407.46	151.13	951.33	101.91	225.96	44.19	134.08	36.4	85.2	27.17	<LOD	17.93	<LOD	22.84	906119.94	1353.54	7.23	4.13	<LOD	1.5	<LOD	34.6	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3236.69	1759.38	472.87	26232.9	1600.88	8582.07	391.07	<LOD	22035.16	<LOD	0	<LOD	0	56138.41	0	4028.98	0	754.13	0	19352.74	0	203.16	0	699.64	0	32800.94	0	537.67	53.88	256.11	48.46
819	819	12/12/2019 11:00	TestAll Geo	122.34	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	rocha					<LOD	2.64	<LOD	1.92	<LOD	1.25	<LOD	3.06	<LOD	1.29	<LOD	2.34	<LOD	3.18	<LOD	4.73	<LOD	2.41	<LOD	2.7	<LOD	6.89	<LOD	5.96	<LOD	18.98	<LOD	11.41	<LOD	26.13	<LOD	13.97	42.56	19.35	47.06	27.97	<LOD	6.09	6.3	3.79	<LOD	13.05	<LOD	2.86	24.44	8.72	745.43	182.57	<LOD	64.54	181.94	53.74	97.19	37.69	<LOD	45.49	72.48	30.33	197.23	15.97	42.67	6.9	24.18	5.8	14.34	4.32	5.31	2.2	<LOD	3.53	558358.75	1695.35	<LOD	1.5	<LOD	1.5	<LOD	16.35	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	821.45	1220.06	243.06	436135.69	3061.84	1084.32	35.01	<LOD	2069.42	<LOD	0	1333.12	0	933330.44	0	2793.93	0	901.97	0	34.21	0	<LOD	0	60.7	0	60.86	0	114.82	8.58	48.42	7.82
820	820	12/12/2019 11:02	TestAll Geo	120.44	ppm	2	Final	-3mm 	padrao	rio salitre	kotaro	rocha					11.51	2.6	344.89	5.44	102.72	3.08	26.25	5.56	80.2	2.37	44.54	4.24	54.26	6.08	7.3	4.78	4.89	2.63	101.79	6.49	<LOD	10.93	48.53	8.12	348.95	38.43	287.23	19.56	93.33	22.85	<LOD	89.05	40166.49	508.34	463.47	49.67	37.73	10.28	99.97	22.75	3852.07	81.44	<LOD	30.2	6274.66	137.51	29314.27	1133.5	2172.22	88.86	452.13	72.21	247.96	50.09	182.88	40.86	211.85	39.87	502.57	21.52	44.67	8.38	34.34	7.2	14.42	5.23	<LOD	3.93	<LOD	4.39	526351.94	2085.61	10.7	1.83	1.86	1	<LOD	26.28	<LOD	1.5	<LOD	1.5	<LOD	1.5	78144.98	1988.93	1411.99	249.47	308578.94	3333.58	852.26	48.1	<LOD	4410.63	<LOD	0	147694	0	660358.94	0	3233.45	0	35470.27	0	8784.53	0	6432.96	0	597.88	0	57438.07	0	164.02	10.68	63.09	9.64
821	821	12/12/2019 11:06	TestAll Geo	120.48	ppm	2	Final	-3mm 	apa3001-141.20-1	rio salitre	kotaro	rocha					<LOD	300000	49.4	6.17	15.02	3.22	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	22.34	22.33	10.12	<LOD	300000	<LOD	300000	<LOD	300000	755.7	72.84	1756.68	135.83	414.38	221.76	22475.98	1116.74	<LOD	300000	36.28	2.16	6.75	2.07	89.09	6.46	4.36	2.05	233.16	12.26	624.34	26.47	6349.6	460.81	671.74	270.05	704.24	193.03	329.59	153.16	303.16	146.08	1210.15	117.67	261.65	49.83	183.85	42.7	80.96	29.68	27.22	15.28	<LOD	29.01	910027.25	1202.54	<LOD	8.61	<LOD	1.5	<LOD	35.49	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3573.47	2501.03	564.81	28622.15	1801.15	9572.08	424.03	<LOD	20063.48	<LOD	0	<LOD	0	61251.41	0	5727.36	0	755.45	0	326.42	0	148.78	0	671.81	0	32140.64	0	625.28	61.01	316.73	55.28
822	822	12/12/2019 11:09	TestAll Geo	121.43	ppm	2	Final	-3mm 	apa3001-141.20-2	rio salitre	kotaro	rocha					<LOD	7.58	60.92	6.94	15.19	3.45	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	25.96	21.03	11.48	<LOD	300000	<LOD	300000	2408.76	180.49	719.04	76.63	1891.35	148.51	595.42	235.07	24702.14	1148.61	<LOD	300000	41.92	2.26	7.15	2.09	86.29	6.47	4.72	1.83	161.89	10.57	620.59	26.12	5879.83	405.86	738.54	255.77	436.51	175.67	<LOD	210.14	295.29	137.75	1106.38	114.46	230.21	48.21	122.49	39.42	76.6	29.1	23.81	14.79	<LOD	27.36	914761.81	1210.21	<LOD	6.59	<LOD	1.5	<LOD	49.43	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3121.64	1920.76	486.33	25042.48	1557.23	9030.61	380.63	<LOD	20466.19	<LOD	0	<LOD	0	53590.92	0	4398.55	0	750.91	0	226.64	0	144.11	0	667.94	0	35324.06	0	604.86	60.15	336.84	55.45
823	823	12/12/2019 11:13	TestAll Geo	121.02	ppm	2	Final	-3mm 	apa3001-142.90-1	rio salitre	kotaro	rocha					<LOD	300000	30.34	6.11	48.18	5.16	<LOD	1.73	<LOD	300000	<LOD	14.97	<LOD	17.04	<LOD	300000	<LOD	19.17	<LOD	16.05	<LOD	300000	<LOD	300000	2230.39	175.92	812.31	78.78	1773.03	143.1	<LOD	344.86	21663.7	1172.83	<LOD	300000	30.23	2.12	5.42	1.99	59.11	6.04	5.36	3.4	14214.68	916.02	626.84	28.21	6757.97	466.87	908.33	287.79	637.98	199.15	312.17	158.74	296.93	152	1063.12	112.25	218.76	47.35	137.69	39.4	91.83	29.65	<LOD	20.82	<LOD	25.02	904474.13	1334.99	<LOD	6.64	<LOD	1.5	<LOD	39.33	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3492.62	2249.95	557.19	25589.39	1709.4	9505.16	416.29	<LOD	24767.68	<LOD	0	<LOD	0	54761.3	0	5152.38	0	758.47	0	19900.55	0	98.71	0	651.05	0	30979.08	0	521.14	57.99	292.55	53.38
824	824	12/12/2019 11:15	TestAll Geo	122.38	ppm	2	Final	-3mm 	apa3001-142.90-2	rio salitre	kotaro	rocha					<LOD	300000	33.8	5.84	46.77	4.9	<LOD	300000	<LOD	300000	<LOD	300000	18.36	11.56	<LOD	300000	<LOD	15.58	<LOD	16.54	<LOD	300000	<LOD	300000	2313.3	170.67	799.17	75.5	1937.32	141.54	478.73	229.12	22795.53	1173.08	<LOD	300000	28.7	1.96	5.13	1.94	54.75	5.88	<LOD	4	10065.97	752.55	620.19	26.25	6726.61	471.3	1213.7	284.21	583.13	189.25	331.42	152.45	405.67	147.08	976.15	106.74	240.22	46.48	142.97	38.31	77.88	27.92	29.35	14.62	<LOD	24.1	904502.88	1281.78	<LOD	8.76	<LOD	1.5	<LOD	41.24	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3622.07	2646.03	570.07	27337.52	1771.3	9751.22	428.36	<LOD	19597.22	<LOD	0	<LOD	0	58502.29	0	6059.41	0	750.43	0	14092.35	0	91.44	0	831.78	0	32597.6	0	556.24	56.61	233.1	49.74
825	825	12/12/2019 11:19	TestAll Geo	122	ppm	2	Final	-3mm 	apa3001-145.07-1	rio salitre	kotaro	rocha					<LOD	300000	59.46	6.39	29.13	3.86	<LOD	300000	<LOD	300000	<LOD	13.39	23.12	11.06	<LOD	300000	<LOD	11.8	<LOD	300000	<LOD	300000	<LOD	300000	1822.38	148	636.38	65.13	1516.72	124.73	465.45	229.02	30699.65	1154.12	<LOD	300000	54.74	2.61	9.86	2.57	167.74	8.41	5.04	2.86	529.11	17.51	623.02	26.84	5261.54	369.64	1168.68	266.63	692.63	180.99	296.99	142.74	400.12	138.85	1116.34	106.21	244.78	45.32	169.94	38.59	97.38	28.11	37.04	14.84	<LOD	25.75	904890	1196.11	6.12	4	<LOD	1.5	<LOD	34.98	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	2898.54	1752.98	448.9	27456.66	1554.37	7810.39	336.96	<LOD	19035.16	<LOD	0	<LOD	0	58757.27	0	4014.32	0	753.86	0	740.75	0	280.12	0	469.3	0	43900.5	0	641.74	56.04	312.89	50.67
826	826	12/12/2019 11:22	TestAll Geo	120.34	ppm	2	Final	-3mm 	apa3001-145.07-2	rio salitre	kotaro	rocha					<LOD	300000	52.54	6.97	67.28	5.96	<LOD	300000	<LOD	300000	<LOD	14.81	19.81	12.14	<LOD	300000	<LOD	17.65	19.19	11.83	<LOD	300000	<LOD	300000	2189.39	178.23	723.44	75.4	1819.25	144.16	<LOD	345.22	20219.75	1178.81	<LOD	300000	33.42	2.15	6.52	2.18	108.38	7.1	<LOD	5.5	16498.11	955.34	629.12	27.74	6038.81	451.97	744.24	266.84	594.67	186.89	<LOD	219.9	289.02	143.24	1193.69	119.54	242.94	50.3	165.97	42.33	111.84	32	46.16	17.22	<LOD	26.17	904457.25	1328.63	<LOD	9	<LOD	1.5	<LOD	38.92	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3705.17	1970.35	546.54	27432.43	1777.92	8986.87	409.79	<LOD	20978.59	<LOD	0	<LOD	0	58705.39	0	4512.1	0	761.23	0	23097.36	0	181	0	885.53	0	28914.24	0	605.98	61.81	335.09	56.91
827	827	12/12/2019 11:26	TestAll Geo	121.32	ppm	2	Final	-3mm 	apa3001-147.68-1	rio salitre	kotaro	rocha					<LOD	300000	34.76	6.38	61.81	5.8	<LOD	300000	<LOD	300000	<LOD	14.9	<LOD	300000	<LOD	300000	<LOD	16.06	<LOD	16.06	<LOD	300000	<LOD	300000	2305.48	182.32	827.71	80.19	1835.71	145.97	<LOD	350.69	20456.07	1197.71	<LOD	300000	28.99	1.97	5.81	1.93	69.98	6	5.83	3.62	18339.37	1015.28	625.1	26.73	6982.35	478.28	950.07	294.48	695.27	204.27	376.02	163.9	418.65	156.93	1109.92	117.93	191.53	48.19	135.93	41.13	90.11	30.77	26.54	15.5	<LOD	27.97	898066.13	1429.2	<LOD	6.94	<LOD	1.5	<LOD	39.38	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3770.5	2984.4	581.85	26900.51	1760.77	10014.93	432.8	<LOD	25410.54	<LOD	0	<LOD	0	57567.1	0	6834.29	0	756.38	0	25675.11	0	116.87	0	695.37	0	29252.19	0	591.8	61.56	280.42	55.18
828	828	12/12/2019 11:29	TestAll Geo	122.11	ppm	2	Final	-3mm 	apa3001-147.68-2	rio salitre	kotaro	rocha					<LOD	300000	36.62	6.68	57.84	5.93	<LOD	1.88	<LOD	300000	<LOD	300000	<LOD	18.75	<LOD	300000	<LOD	19.41	<LOD	17.73	<LOD	300000	<LOD	300000	2329.07	192.98	838.65	84.91	1937.88	156.72	464.95	252.31	20329.83	1286.07	<LOD	300000	30.36	2.01	6.51	1.97	80.82	6.14	<LOD	4.67	11690.62	769.71	624.03	26.76	6365.34	431.99	773.81	238.44	534.32	165.22	250.27	131.67	219.9	126.17	1068.93	112.28	285.96	49.73	112.23	38.52	82.2	29.11	36.82	15.79	<LOD	27.08	907526.19	1372.26	<LOD	8.02	<LOD	1.5	<LOD	39.68	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3213.25	2249.18	513.3	28396.82	1697.94	8911.55	391.93	<LOD	20670.52	<LOD	0	<LOD	0	60769.19	0	5150.61	0	755.08	0	16366.86	0	134.98	0	732.85	0	29071.66	0	598.26	59.42	327.32	54.51
829	829	12/12/2019 11:34	TestAll Geo	121.06	ppm	2	Final	-3mm 	apa3001-149.07-1	rio salitre	kotaro	rocha					<LOD	7.4	43.54	6.48	50.75	5.26	<LOD	300000	<LOD	3.41	<LOD	300000	<LOD	300000	<LOD	300000	<LOD	28.08	28.36	11.44	<LOD	300000	<LOD	300000	2302.97	179.08	879.74	81.33	2003.93	148.48	387.4	240.55	22311.96	1243.19	<LOD	300000	30.07	2.1	5.19	2.08	60.15	6.39	5.45	3.48	15301.9	945.54	652.72	28.45	6867.88	448.92	941.2	300.16	497.59	203.78	381.7	167.74	<LOD	235.4	1023.73	111.2	223.81	47.22	128.71	38.79	60.81	27.74	<LOD	20.57	<LOD	23.73	900225.31	1380.88	<LOD	6.45	<LOD	1.5	<LOD	37.07	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3544.66	2160.92	521.07	27182.27	1676.23	9459.56	407.47	<LOD	20850.98	<LOD	0	<LOD	0	58170.06	0	4948.5	0	789.8	0	21422.66	0	100.45	0	870.55	0	31906.09	0	541.19	58.16	286	53.09
830	830	12/12/2019 11:36	TestAll Geo	122.35	ppm	2	Final	-3mm 	apa3001-149.07-2	rio salitre	kotaro	rocha					<LOD	300000	46.52	6.39	46.79	4.88	<LOD	300000	<LOD	300000	<LOD	14.22	20.57	11.6	<LOD	300000	<LOD	13.36	<LOD	16.24	<LOD	300000	<LOD	300000	2051.88	167.44	798.45	75.16	1883.59	140.18	602.16	226.76	21871.46	1156.14	<LOD	300000	36.31	2.22	5.66	2.06	70.89	6.38	<LOD	4.52	12015.12	856.93	603.94	27.07	6657.92	443.74	929.1	282.86	530.14	192.82	<LOD	228.34	322.24	149.88	1050.92	112.87	228.63	47.93	153.98	40.64	66.64	28.46	38.7	16.07	<LOD	26.83	902920.81	1298.51	<LOD	6.27	<LOD	1.5	<LOD	37.59	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3396.82	2089.26	518.65	29037.67	1720.87	9969.49	424.56	<LOD	21192.93	<LOD	0	<LOD	0	62140.62	0	4784.4	0	730.76	0	16821.16	0	118.38	0	776.43	0	31276.18	0	589.92	59.69	312.96	54.51
831	831	12/12/2019 11:40	TestAll Geo	122.19	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	rocha					<LOD	2.65	<LOD	1.94	<LOD	1.21	<LOD	3.23	<LOD	1.29	<LOD	2.3	<LOD	3.34	<LOD	4.76	<LOD	2.43	<LOD	2.77	<LOD	7.29	<LOD	5.94	75.96	25.94	<LOD	11.59	29.18	17.47	<LOD	13.94	35.31	19.1	57.84	28.53	<LOD	6.03	7.72	3.92	<LOD	13.62	<LOD	2.87	140.26	53.07	693.08	182.61	<LOD	68.01	156.02	54.6	87.51	38.38	<LOD	60.62	62.6	30.9	194.62	16.03	45.35	6.97	29.85	5.91	14.51	4.34	3.85	2.17	<LOD	3.62	551060	1702.59	<LOD	1.5	<LOD	1.5	<LOD	11.81	<LOD	1.5	<LOD	1.5	<LOD	1.5	1178.3	561.33	1462.5	247.72	442774.88	3082.14	1138.02	35.59	<LOD	3136.23	<LOD	0	2226.99	0	947538.25	0	3349.12	0	838.63	0	196.37	0	<LOD	0	74.61	0	50.49	0	119.12	8.64	53.94	7.91
832	832	12/12/2019 11:43	TestAll Geo	121.91	ppm	2	Final	-3mm 	apa3001-151.78-1	rio salitre	kotaro	rocha					<LOD	300000	49.97	6.54	66.73	5.69	<LOD	300000	<LOD	300000	<LOD	300000	17.25	11.22	<LOD	300000	<LOD	13.74	<LOD	300000	<LOD	300000	<LOD	300000	2230.86	172.17	869.38	77.45	1866.74	139.31	479.58	223.2	19599.4	1132.2	<LOD	300000	29.73	2.05	5.2	2.12	97.69	6.97	<LOD	5.96	21870.63	1185.46	609.6	27.36	7077.8	487.75	867.28	284.18	517.75	194.61	369.43	159.63	387.07	152.54	1053.53	114.88	212.48	48.32	118.18	39.53	93.54	30.5	<LOD	21.87	<LOD	26.29	895827.5	1382.59	<LOD	6.22	<LOD	1.5	<LOD	36.46	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3953.87	2669.57	582.87	27579.74	1803.98	9983.25	442.53	<LOD	26512.44	<LOD	0	<LOD	0	59020.64	0	6113.33	0	737.61	0	30618.88	0	163.15	0	812.47	0	28027.14	0	565.6	60.28	284.82	54.49
833	833	12/12/2019 11:46	TestAll Geo	122.11	ppm	2	Final	-3mm 	apa3001-151.78-2	rio salitre	kotaro	rocha					<LOD	300000	34.48	6.49	101.38	7.15	<LOD	300000	<LOD	300000	<LOD	14.85	<LOD	300000	<LOD	300000	<LOD	16.4	19.27	10.71	<LOD	300000	<LOD	300000	2389.35	179.02	758.61	76.24	1806.76	142.69	482.06	222.1	14986.49	1158.87	<LOD	300000	24.92	1.94	5.45	1.91	57	5.88	9.02	4.76	28550.77	1377.7	641.76	28.54	6590.75	472.44	1104.96	284.3	558.74	190.99	<LOD	225.69	346.37	148.06	1155.36	117.19	216.75	48.43	163.3	41.86	81.86	29.89	37.46	16.27	<LOD	28.04	895901.94	1433.49	<LOD	7.44	<LOD	1.5	<LOD	39.09	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3710.59	1959.83	559.92	25933.83	1751.38	9740.71	434.96	<LOD	23674.68	<LOD	0	<LOD	0	55498.39	0	4488.02	0	776.53	0	39971.08	0	95.19	0	807.25	0	21430.67	0	637.9	61.53	306.43	55.28
834	834	12/12/2019 11:50	TestAll Geo	121.55	ppm	2	Final	-3mm 	apa3001-153.90-1	rio salitre	kotaro	rocha					<LOD	300000	73.3	7.97	40.65	5.08	<LOD	300000	<LOD	300000	<LOD	15.7	<LOD	300000	<LOD	300000	<LOD	22.22	22.89	12.04	<LOD	300000	<LOD	300000	2460.31	195.13	917.67	87.1	1932.99	155.01	549.29	261.56	30466.98	1329.77	<LOD	300000	42.05	2.29	8.12	2.31	128.7	7.49	5.25	2.41	344.73	14.52	654.91	27.23	6346.29	456.87	1050.52	272.66	647.24	186.07	285.4	146.98	347.17	142.09	1380.25	133.58	269.87	55.36	152.03	45.3	97.29	33.75	50.18	18.97	<LOD	30	904055.38	1390.97	12.36	4.93	<LOD	1.5	<LOD	41.86	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3640.95	2341.56	544.37	23660.61	1664.85	9188.74	421.69	<LOD	20218.32	<LOD	0	<LOD	0	50633.71	0	5362.17	0	792.44	0	482.63	0	214.92	0	688.21	0	43567.78	0	671.88	68.35	327.38	61.33
